r,n_opt,F_min,partial_F_r,eefactor
17.784892,1.920541,34.477451,0.952090,0.463018
17.800900,1.920599,34.492707,0.953828,0.463421
17.816908,1.920656,34.507990,0.955570,0.463824
17.832916,1.920713,34.523301,0.957315,0.464226
17.848924,1.920770,34.538639,0.959063,0.464629
17.864932,1.920828,34.554004,0.960816,0.465032
17.880940,1.921438,34.569393,0.961989,0.465301
17.896948,1.921495,34.584807,0.963747,0.465704
17.912956,1.921552,34.600249,0.965509,0.466107
17.928964,1.921609,34.615719,0.967274,0.466509
17.944972,1.921665,34.631216,0.969043,0.466912
17.960980,1.922274,34.646741,0.970228,0.467181
17.976988,1.922330,34.662288,0.972003,0.467583
17.992996,1.922387,34.677863,0.973782,0.467986
18.009005,1.922443,34.693465,0.975564,0.468389
18.025013,1.922499,34.709096,0.977350,0.468791
18.041021,1.922556,34.724755,0.979140,0.469194
18.057029,1.923161,34.740437,0.980338,0.469462
18.073037,1.923217,34.756146,0.982134,0.469865
18.089045,1.923273,34.771883,0.983934,0.470267
18.105053,1.923329,34.787648,0.985738,0.470670
18.121061,1.923385,34.803441,0.987545,0.471072
18.137069,1.923988,34.819261,0.988754,0.471340
18.153077,1.924044,34.835105,0.990568,0.471743
18.169085,1.924100,34.850977,0.992385,0.472145
18.185093,1.924155,34.866878,0.994207,0.472547
18.201101,1.924211,34.882807,0.996032,0.472950
18.217109,1.924267,34.898764,0.997860,0.473352
18.233117,1.924867,34.914745,0.999084,0.473620
18.249125,1.924922,34.930753,1.000919,0.474022
18.265133,1.924977,34.946791,1.002758,0.474425
18.281141,1.925032,34.962857,1.004601,0.474827
18.297149,1.925088,34.978952,1.006448,0.475229
18.313157,1.925685,34.995071,1.007683,0.475497
18.329165,1.925740,35.011217,1.009537,0.475899
18.345173,1.925795,35.027393,1.011394,0.476301
18.361181,1.925850,35.043598,1.013255,0.476703
18.377189,1.925905,35.059832,1.015120,0.477105
18.393197,1.926500,35.076089,1.016367,0.477373
18.409205,1.926555,35.092375,1.018239,0.477775
18.425213,1.926609,35.108690,1.020114,0.478177
18.441221,1.926663,35.125034,1.021994,0.478579
18.457229,1.926718,35.141408,1.023877,0.478981
18.473237,1.927311,35.157806,1.025137,0.479249
18.489245,1.927365,35.174232,1.027027,0.479651
18.505253,1.927419,35.190688,1.028922,0.480053
18.521261,1.927473,35.207173,1.030820,0.480454
18.537269,1.928064,35.223688,1.032090,0.480722
18.553277,1.928118,35.240226,1.033994,0.481124
18.569285,1.928171,35.256794,1.035903,0.481526
18.585293,1.928225,35.273392,1.037817,0.481928
18.601301,1.928278,35.290020,1.039734,0.482329
18.617309,1.928867,35.306675,1.041016,0.482597
18.633317,1.928920,35.323356,1.042940,0.482999
18.649325,1.928973,35.340067,1.044868,0.483400
18.665333,1.929027,35.356808,1.046801,0.483802
18.681341,1.929080,35.373580,1.048737,0.484203
18.697349,1.929666,35.390377,1.050032,0.484471
18.713357,1.929719,35.407202,1.051976,0.484873
18.729365,1.929772,35.424058,1.053923,0.485274
18.745373,1.929825,35.440944,1.055875,0.485676
18.761381,1.930409,35.457859,1.057181,0.485943
18.777389,1.930461,35.474799,1.059140,0.486345
18.793397,1.930514,35.491770,1.061103,0.486746
18.809405,1.930566,35.508771,1.063070,0.487147
18.825413,1.930619,35.525804,1.065041,0.487549
18.841421,1.931200,35.542862,1.066360,0.487816
18.857429,1.931252,35.559948,1.068339,0.488218
18.873437,1.931304,35.577066,1.070322,0.488619
18.889445,1.931356,35.594215,1.072309,0.489020
18.905453,1.931936,35.611393,1.073639,0.489288
18.921461,1.931988,35.628596,1.075633,0.489689
18.937469,1.932039,35.645831,1.077632,0.490090
18.953477,1.932091,35.663097,1.079635,0.490491
18.969485,1.932669,35.680395,1.080976,0.490759
18.985493,1.932720,35.697716,1.082986,0.491160
19.001501,1.932771,35.715069,1.085001,0.491561
19.017509,1.932822,35.732454,1.087021,0.491962
19.033517,1.932874,35.749870,1.089044,0.492363
19.049525,1.933449,35.767311,1.090399,0.492631
19.065533,1.933500,35.784783,1.092430,0.493032
19.081541,1.933551,35.802287,1.094465,0.493433
19.097549,1.933602,35.819823,1.096506,0.493834
19.113557,1.934175,35.837385,1.097871,0.494101
19.129565,1.934225,35.854977,1.099918,0.494502
19.145573,1.934276,35.872601,1.101971,0.494903
19.161581,1.934326,35.890257,1.104027,0.495304
19.177589,1.934897,35.907940,1.105404,0.495571
19.193597,1.934947,35.925653,1.107468,0.495972
19.209605,1.934998,35.943397,1.109537,0.496373
19.225613,1.935048,35.961175,1.111610,0.496774
19.241621,1.935617,35.978980,1.112998,0.497041
19.257629,1.935666,35.996814,1.115079,0.497442
19.273637,1.935716,36.014681,1.117165,0.497843
19.289645,1.935766,36.032580,1.119256,0.498243
19.305653,1.936333,36.050508,1.120655,0.498511
19.321661,1.936382,36.068465,1.122753,0.498911
19.337669,1.936432,36.086454,1.124856,0.499312
19.353677,1.936481,36.104477,1.126964,0.499713
19.369685,1.937046,36.122527,1.128375,0.499980
19.385693,1.937095,36.140607,1.130490,0.500381
19.401701,1.937144,36.158721,1.132611,0.500781
19.417709,1.937193,36.176868,1.134736,0.501182
19.433717,1.937756,36.195041,1.136158,0.501449
19.449725,1.937804,36.213246,1.138291,0.501850
19.465733,1.937853,36.231484,1.140429,0.502250
19.481741,1.938414,36.249755,1.141861,0.502517
19.497749,1.938462,36.268052,1.144007,0.502918
19.513757,1.938511,36.286383,1.146157,0.503318
19.529765,1.938559,36.304747,1.148313,0.503719
19.545773,1.939118,36.323142,1.149757,0.503986
19.561781,1.939166,36.341565,1.151920,0.504386
19.577789,1.939214,36.360023,1.154089,0.504787
19.593797,1.939261,36.378514,1.156262,0.505187
19.609805,1.939819,36.397033,1.157718,0.505455
19.625813,1.939866,36.415583,1.159900,0.505855
19.641821,1.939913,36.434168,1.162087,0.506255
19.657829,1.940469,36.452786,1.163552,0.506523
19.673837,1.940516,36.471431,1.165747,0.506923
19.689845,1.940563,36.490110,1.167947,0.507323
19.705853,1.940610,36.508823,1.170152,0.507723
19.721861,1.941164,36.527566,1.171630,0.507991
19.737869,1.941210,36.546340,1.173843,0.508391
19.753877,1.941257,36.565149,1.176062,0.508791
19.769885,1.941809,36.583991,1.177549,0.509058
19.785893,1.941855,36.602860,1.179776,0.509458
19.801901,1.941901,36.621764,1.182008,0.509859
19.817909,1.941947,36.640703,1.184245,0.510259
19.833917,1.942498,36.659671,1.185745,0.510526
19.849925,1.942544,36.678671,1.187991,0.510926
19.865933,1.942589,36.697706,1.190242,0.511326
19.881941,1.943138,36.716775,1.191752,0.511594
19.897949,1.943183,36.735872,1.194012,0.511994
19.913957,1.943229,36.755004,1.196276,0.512394
19.929965,1.943274,36.774171,1.198547,0.512794
19.945973,1.943821,36.793366,1.200070,0.513061
19.961981,1.943865,36.812596,1.202348,0.513461
19.977989,1.943910,36.831861,1.204633,0.513861
19.993997,1.944456,36.851157,1.206165,0.514128
20.010005,1.944500,36.870484,1.208458,0.514528
20.026013,1.944544,36.889847,1.210757,0.514928
20.042021,1.945088,36.909244,1.212300,0.515196
20.058029,1.945132,36.928670,1.214607,0.515596
20.074037,1.945176,36.948132,1.216920,0.515995
20.090045,1.945220,36.967630,1.219238,0.516395
20.106053,1.945762,36.987155,1.220794,0.516663
20.122061,1.945806,37.006716,1.223121,0.517062
20.138069,1.945849,37.026314,1.225454,0.517462
20.154077,1.946389,37.045941,1.227021,0.517730
20.170085,1.946432,37.065602,1.229362,0.518130
20.186093,1.946476,37.085300,1.231709,0.518529
20.202101,1.947014,37.105029,1.233286,0.518797
20.218109,1.947057,37.124790,1.235643,0.519197
20.234117,1.947100,37.144589,1.238005,0.519596
20.250125,1.947637,37.164420,1.239592,0.519864
20.266133,1.947679,37.184283,1.241963,0.520264
20.282141,1.947722,37.204183,1.244340,0.520663
20.298149,1.948257,37.224116,1.245938,0.520931
20.314157,1.948299,37.244081,1.248325,0.521331
20.330165,1.948341,37.264083,1.250717,0.521730
20.346173,1.948874,37.284119,1.252325,0.521998
20.362181,1.948916,37.304186,1.254726,0.522398
20.378189,1.948958,37.324290,1.257134,0.522797
20.394197,1.949490,37.344429,1.258753,0.523065
20.410205,1.949531,37.364599,1.261169,0.523464
20.426213,1.949572,37.384807,1.263592,0.523864
20.442221,1.950103,37.405049,1.265222,0.524132
20.458229,1.950144,37.425323,1.267654,0.524531
20.474237,1.950184,37.445635,1.270092,0.524931
20.490245,1.950713,37.465981,1.271733,0.525199
20.506253,1.950754,37.486359,1.274181,0.525598
20.522261,1.950794,37.506775,1.276634,0.525998
20.538269,1.951321,37.527224,1.278286,0.526266
20.554277,1.951361,37.547707,1.280750,0.526665
20.570285,1.951401,37.568229,1.283219,0.527064
20.586293,1.951927,37.588782,1.284882,0.527333
20.602301,1.951967,37.609371,1.287362,0.527732
20.618309,1.952006,37.629998,1.289847,0.528131
20.634317,1.952530,37.650656,1.291521,0.528399
20.650325,1.952570,37.671351,1.294017,0.528799
20.666333,1.952609,37.692085,1.296518,0.529198
20.682341,1.953131,37.712847,1.298204,0.529466
20.698349,1.953170,37.733649,1.300715,0.529866
20.714357,1.953691,37.754488,1.302408,0.530134
20.730365,1.953730,37.775358,1.304930,0.530533
20.746373,1.953768,37.796267,1.307458,0.530932
20.762381,1.954288,37.817211,1.309163,0.531201
20.778389,1.954326,37.838189,1.311701,0.531600
20.794397,1.954364,37.859207,1.314245,0.531999
20.810405,1.954882,37.880256,1.315962,0.532268
20.826413,1.954920,37.901343,1.318517,0.532667
20.842421,1.955436,37.922469,1.320241,0.532935
20.858429,1.955474,37.943625,1.322806,0.533334
20.874437,1.955511,37.964821,1.325377,0.533734
20.890445,1.956026,37.986053,1.327113,0.534002
20.906453,1.956063,38.007318,1.329696,0.534401
20.922461,1.956100,38.028625,1.332284,0.534800
20.938469,1.956613,38.049963,1.334032,0.535069
20.954477,1.956650,38.071339,1.336631,0.535468
20.970485,1.957162,38.092755,1.338387,0.535737
20.986493,1.957198,38.114202,1.340997,0.536136
21.002501,1.957234,38.135689,1.343613,0.536535
21.018509,1.957745,38.157212,1.345381,0.536804
21.034517,1.957781,38.178770,1.348008,0.537203
21.050525,1.957816,38.200369,1.350642,0.537602
21.066533,1.958326,38.221999,1.352422,0.537871
21.082541,1.958361,38.243670,1.355067,0.538270
21.098549,1.958869,38.265377,1.356855,0.538539
21.114557,1.958904,38.287119,1.359511,0.538938
21.130565,1.958938,38.308903,1.362173,0.539337
21.146573,1.959445,38.330718,1.363974,0.539606
21.162581,1.959479,38.352574,1.366648,0.540005
21.178589,1.959984,38.374467,1.368457,0.540274
21.194597,1.960019,38.396395,1.371141,0.540673
21.210605,1.960053,38.418365,1.373833,0.541072
21.226613,1.960556,38.440367,1.375655,0.541342
21.242621,1.960590,38.462410,1.378357,0.541741
21.258629,1.961092,38.484489,1.380188,0.542010
21.274637,1.961125,38.506605,1.382902,0.542409
21.290645,1.961627,38.528763,1.384740,0.542678
21.306653,1.961659,38.550953,1.387466,0.543077
21.322661,1.961692,38.573185,1.390198,0.543476
21.338669,1.962192,38.595452,1.392050,0.543746
21.354677,1.962224,38.617758,1.394794,0.544145
21.370685,1.962723,38.640103,1.396654,0.544414
21.386693,1.962755,38.662483,1.399410,0.544813
21.402701,1.962787,38.684907,1.402172,0.545212
21.418709,1.963284,38.707362,1.404046,0.545482
21.434717,1.963315,38.729860,1.406820,0.545881
21.450725,1.963811,38.752394,1.408703,0.546151
21.466733,1.963842,38.774967,1.411489,0.546549
21.482741,1.964336,38.797580,1.413380,0.546819
21.498749,1.964367,38.820228,1.416178,0.547218
21.514757,1.964398,38.842920,1.418983,0.547617
21.530765,1.964891,38.865644,1.420888,0.547887
21.546773,1.964921,38.888412,1.423705,0.548286
21.562781,1.965413,38.911215,1.425619,0.548556
21.578789,1.965443,38.934059,1.428448,0.548955
21.594797,1.965933,38.956942,1.430371,0.549225
21.610805,1.965963,38.979862,1.433212,0.549624
21.626813,1.966452,39.002824,1.435144,0.549894
21.642821,1.966481,39.025821,1.437998,0.550293
21.658829,1.966511,39.048863,1.440859,0.550692
21.674837,1.966998,39.071937,1.442805,0.550962
21.690845,1.967027,39.095056,1.445678,0.551361
21.706853,1.967513,39.118210,1.447633,0.551632
21.722861,1.967542,39.141407,1.450520,0.552030
21.738869,1.968027,39.164640,1.452484,0.552301
21.754877,1.968055,39.187915,1.455382,0.552700
21.770885,1.968539,39.211229,1.457356,0.552971
21.786893,1.968567,39.234582,1.460267,0.553369
21.802901,1.969049,39.257976,1.462250,0.553640
21.818909,1.969077,39.281408,1.465174,0.554039
21.834917,1.969558,39.304883,1.467166,0.554310
21.850925,1.969585,39.328393,1.470103,0.554709
21.866933,1.970065,39.351948,1.472105,0.554980
21.882941,1.970092,39.375538,1.475055,0.555379
21.898949,1.970118,39.399174,1.478013,0.555778
21.914957,1.970597,39.422843,1.480029,0.556049
21.930965,1.970623,39.446559,1.483000,0.556447
21.946973,1.971101,39.470309,1.485026,0.556719
21.962981,1.971126,39.494105,1.488010,0.557118
21.978989,1.971603,39.517936,1.490046,0.557389
21.994997,1.971628,39.541813,1.493043,0.557788
22.011006,1.972103,39.565725,1.495089,0.558059
22.027014,1.972128,39.589683,1.498099,0.558458
22.043022,1.972602,39.613677,1.500155,0.558730
22.059030,1.972626,39.637715,1.503179,0.559128
22.075038,1.973099,39.661791,1.505245,0.559400
22.091046,1.973123,39.685911,1.508282,0.559799
22.107054,1.973595,39.710068,1.510358,0.560071
22.123062,1.973618,39.734270,1.513408,0.560470
22.139070,1.974089,39.758510,1.515494,0.560742
22.155078,1.974112,39.782794,1.518559,0.561140
22.171086,1.974581,39.807115,1.520655,0.561412
22.187094,1.974604,39.831482,1.523733,0.561811
22.203102,1.975072,39.855886,1.525839,0.562083
22.219110,1.975094,39.880336,1.528931,0.562482
22.235118,1.975561,39.904822,1.531048,0.562754
22.251126,1.975583,39.929356,1.534154,0.563153
22.267134,1.976049,39.953924,1.536281,0.563426
22.283142,1.976513,39.978541,1.538413,0.563698
22.299150,1.976535,40.003193,1.541539,0.564097
22.315158,1.976998,40.027892,1.543681,0.564370
22.331166,1.977019,40.052629,1.546821,0.564769
22.347174,1.977481,40.077411,1.548974,0.565041
22.363182,1.977502,40.102232,1.552129,0.565440
22.379190,1.977963,40.127097,1.554292,0.565713
22.395198,1.977983,40.152004,1.557461,0.566112
22.411206,1.978443,40.176952,1.559635,0.566385
22.427214,1.978463,40.201944,1.562818,0.566784
22.443222,1.978921,40.226976,1.565004,0.567057
22.459230,1.978941,40.252054,1.568201,0.567456
22.475238,1.979398,40.277169,1.570397,0.567729
22.491246,1.979855,40.302333,1.572599,0.568002
22.507254,1.979873,40.327533,1.575817,0.568401
22.523262,1.980329,40.352780,1.578029,0.568675
22.539270,1.980347,40.378068,1.581262,0.569074
22.555278,1.980801,40.403399,1.583486,0.569347
22.571286,1.980819,40.428773,1.586734,0.569746
22.587294,1.981272,40.454189,1.588968,0.570020
22.603302,1.981289,40.479651,1.592231,0.570419
22.619310,1.981741,40.505151,1.594477,0.570693
22.635318,1.982192,40.530700,1.596728,0.570967
22.651326,1.982209,40.556286,1.600012,0.571366
22.667334,1.982659,40.581919,1.602275,0.571640
22.683342,1.982675,40.607595,1.605574,0.572039
22.699350,1.983123,40.633313,1.607848,0.572313
22.715358,1.983139,40.659078,1.611163,0.572712
22.731366,1.983587,40.684881,1.613449,0.572986
22.747374,1.984033,40.710732,1.615739,0.573261
22.763382,1.984048,40.736623,1.619076,0.573660
22.779390,1.984494,40.762560,1.621378,0.573935
22.795398,1.984508,40.788542,1.624731,0.574334
22.811406,1.984952,40.814564,1.627045,0.574608
22.827414,1.985396,40.840634,1.629365,0.574883
22.843422,1.985410,40.866744,1.632740,0.575282
22.859430,1.985852,40.892900,1.635071,0.575557
22.875438,1.985865,40.919102,1.638462,0.575956
22.891446,1.986306,40.945344,1.640805,0.576232
22.907454,1.986747,40.971635,1.643154,0.576507
22.923462,1.986759,40.997966,1.646568,0.576906
22.939470,1.987198,41.024343,1.648928,0.577181
22.955478,1.987210,41.050766,1.652358,0.577581
22.971486,1.987648,41.077230,1.654731,0.577856
22.987494,1.988085,41.103742,1.657110,0.578131
23.003502,1.988096,41.130296,1.660563,0.578531
23.019510,1.988532,41.156895,1.662954,0.578806
23.035518,1.988968,41.183543,1.665350,0.579082
23.051526,1.988978,41.210230,1.668827,0.579482
23.067534,1.989412,41.236964,1.671236,0.579758
23.083542,1.989422,41.263745,1.674729,0.580157
23.099550,1.989855,41.290568,1.677150,0.580433
23.115558,1.990287,41.317438,1.679578,0.580709
23.131566,1.990296,41.344353,1.683094,0.581109
23.147574,1.990727,41.371312,1.685534,0.581385
23.163582,1.991156,41.398319,1.687980,0.581662
23.179590,1.991165,41.425368,1.691521,0.582061
23.195598,1.991594,41.452463,1.693980,0.582338
23.211606,1.992022,41.479607,1.696444,0.582614
23.227614,1.992029,41.506793,1.700009,0.583014
23.243622,1.992456,41.534025,1.702487,0.583291
23.259630,1.992882,41.561306,1.704970,0.583568
23.275638,1.992889,41.588628,1.708560,0.583967
23.291646,1.993313,41.615998,1.711057,0.584244
23.307654,1.993737,41.643416,1.713559,0.584522
23.323662,1.993743,41.670876,1.717174,0.584921
23.339670,1.994166,41.698384,1.719689,0.585199
23.355678,1.994588,41.725940,1.722211,0.585476
23.371686,1.994593,41.753539,1.725851,0.585876
23.387694,1.995014,41.781185,1.728386,0.586154
23.403702,1.995434,41.808880,1.730928,0.586431
23.419710,1.995438,41.836618,1.734592,0.586831
23.435718,1.995857,41.864403,1.737148,0.587109
23.451726,1.996275,41.892237,1.739709,0.587387
23.467734,1.996278,41.920115,1.743399,0.587787
23.483742,1.996695,41.948039,1.745974,0.588065
23.499750,1.997111,41.976013,1.748556,0.588344
23.515758,1.997114,42.004033,1.752272,0.588744
23.531766,1.997529,42.032097,1.754867,0.589022
23.547774,1.997942,42.060210,1.757469,0.589301
23.563782,1.998356,42.088372,1.760076,0.589579
23.579790,1.998357,42.116578,1.763827,0.589979
23.595798,1.998769,42.144831,1.766449,0.590258
23.611806,1.999180,42.173134,1.769077,0.590537
23.627814,1.999181,42.201483,1.772854,0.590937
23.643822,1.999591,42.229877,1.775497,0.591216
23.659830,2.000000,42.258321,1.778146,0.591496
23.675838,2.000000,42.286816,1.781949,0.591896
23.691846,2.000000,42.315372,1.785764,0.592296
23.707854,2.000000,42.343989,1.789590,0.592696
23.723862,2.000000,42.372668,1.793426,0.593097
23.739870,2.000000,42.401407,1.797274,0.593497
23.755878,2.000000,42.430209,1.801133,0.593897
23.771886,2.000000,42.459073,1.805003,0.594297
23.787894,2.000000,42.487998,1.808884,0.594697
23.803902,2.000000,42.516986,1.812777,0.595098
23.819910,2.000000,42.546036,1.816681,0.595498
23.835918,2.000000,42.575149,1.820597,0.595898
23.851926,2.000000,42.604324,1.824523,0.596298
23.867934,2.000000,42.633563,1.828462,0.596698
23.883942,2.000000,42.662865,1.832411,0.597099
23.899950,2.000000,42.692229,1.836373,0.597499
23.915958,2.000000,42.721658,1.840346,0.597899
23.931966,2.000000,42.751150,1.844330,0.598299
23.947974,2.000000,42.780706,1.848327,0.598699
23.963982,2.000000,42.810326,1.852335,0.599100
23.979990,2.000000,42.840010,1.856354,0.599500
23.995998,2.000000,42.869759,1.860386,0.599900
24.012006,2.000000,42.899573,1.864430,0.600300
24.028014,2.000000,42.929451,1.868485,0.600700
24.044022,2.000000,42.959394,1.872553,0.601101
24.060030,2.000000,42.989403,1.876632,0.601501
24.076038,2.000000,43.019477,1.880724,0.601901
24.092046,2.000000,43.049616,1.884828,0.602301
24.108054,2.000000,43.079821,1.888944,0.602701
24.124062,2.000000,43.110092,1.893072,0.603102
24.140070,2.000000,43.140430,1.897212,0.603502
24.156078,2.000000,43.170834,1.901365,0.603902
24.172086,2.000000,43.201304,1.905530,0.604302
24.188094,2.000000,43.231841,1.909708,0.604702
24.204102,2.000000,43.262445,1.913898,0.605103
24.220110,2.000000,43.293117,1.918100,0.605503
24.236118,2.000000,43.323855,1.922315,0.605903
24.252126,2.000000,43.354662,1.926543,0.606303
24.268134,2.000000,43.385536,1.930784,0.606703
24.284142,2.000000,43.416478,1.935037,0.607104
24.300150,2.000000,43.447488,1.939303,0.607504
24.316158,2.000000,43.478566,1.943582,0.607904
24.332166,2.000000,43.509714,1.947874,0.608304
24.348174,2.000000,43.540930,1.952178,0.608704
24.364182,2.000000,43.572215,1.956496,0.609105
24.380190,2.000000,43.603569,1.960827,0.609505
24.396198,2.000000,43.634993,1.965171,0.609905
24.412206,2.000000,43.666486,1.969528,0.610305
24.428214,2.000000,43.698049,1.973898,0.610705
24.444222,2.000000,43.729682,1.978282,0.611106
24.460230,2.000000,43.761386,1.982678,0.611506
24.476238,2.000000,43.793160,1.987089,0.611906
24.492246,2.000000,43.825005,1.991512,0.612306
24.508254,2.000000,43.856920,1.995950,0.612706
24.524262,2.000000,43.888907,2.000400,0.613107
24.540270,2.000000,43.920965,2.004865,0.613507
24.556278,2.000000,43.953095,2.009343,0.613907
24.572286,2.000000,43.985296,2.013834,0.614307
24.588294,2.000000,44.017570,2.018340,0.614707
24.604302,2.000000,44.049916,2.022859,0.615108
24.620310,2.000000,44.082334,2.027392,0.615508
24.636318,2.000000,44.114825,2.031940,0.615908
24.652326,2.000000,44.147388,2.036501,0.616308
24.668334,2.000000,44.180025,2.041076,0.616708
24.684342,2.000000,44.212736,2.045665,0.617109
24.700350,2.000000,44.245519,2.050269,0.617509
24.716358,2.000000,44.278377,2.054887,0.617909
24.732366,2.000000,44.311309,2.059519,0.618309
24.748374,2.000000,44.344315,2.064165,0.618709
24.764382,2.000000,44.377395,2.068826,0.619110
24.780390,2.000000,44.410550,2.073502,0.619510
24.796398,2.000000,44.443781,2.078192,0.619910
24.812406,2.000000,44.477086,2.082896,0.620310
24.828414,2.000000,44.510467,2.087616,0.620710
24.844422,2.000000,44.543923,2.092350,0.621111
24.860430,2.000000,44.577455,2.097098,0.621511
24.876438,2.000000,44.611064,2.101862,0.621911
24.892446,2.000000,44.644749,2.106640,0.622311
24.908454,2.000000,44.678510,2.111434,0.622711
24.924462,2.000000,44.712349,2.116243,0.623112
24.940470,2.000000,44.746264,2.121066,0.623512
24.956478,2.000000,44.780257,2.125905,0.623912
24.972486,2.000000,44.814327,2.130759,0.624312
24.988494,2.000000,44.848475,2.135629,0.624712
25.004502,2.000000,44.882701,2.140514,0.625113
25.020510,2.000000,44.917006,2.145414,0.625513
25.036518,2.000000,44.951389,2.150330,0.625913
25.052526,2.000000,44.985851,2.155261,0.626313
25.068534,2.000000,45.020392,2.160208,0.626713
25.084542,2.000000,45.055012,2.165171,0.627114
25.100550,2.000000,45.089712,2.170149,0.627514
25.116558,2.000000,45.124492,2.175144,0.627914
25.132566,2.000000,45.159352,2.180154,0.628314
25.148574,2.000000,45.194292,2.185180,0.628714
25.164582,2.000000,45.229313,2.190222,0.629115
25.180590,2.000000,45.264414,2.195281,0.629515
25.196598,2.000000,45.299597,2.200355,0.629915
25.212606,2.000000,45.334861,2.205446,0.630315
25.228614,2.000000,45.370206,2.210553,0.630715
25.244622,2.000000,45.405634,2.215677,0.631116
25.260630,2.000000,45.441144,2.220817,0.631516
25.276638,2.000000,45.476736,2.225974,0.631916
25.292646,2.000000,45.512411,2.231147,0.632316
25.308654,2.000000,45.548168,2.236337,0.632716
25.324662,2.000000,45.584009,2.241544,0.633117
25.340670,2.000000,45.619934,2.246767,0.633517
25.356678,2.000000,45.655942,2.252008,0.633917
25.372686,2.000000,45.692034,2.257265,0.634317
25.388694,2.000000,45.728211,2.262540,0.634717
25.404702,2.000000,45.764472,2.267831,0.635118
25.420710,2.000000,45.800818,2.273140,0.635518
25.436718,2.000000,45.837249,2.278466,0.635918
25.452726,2.000000,45.873765,2.283810,0.636318
25.468734,2.000000,45.910367,2.289171,0.636718
25.484742,2.000000,45.947055,2.294549,0.637119
25.500750,2.000000,45.983830,2.299945,0.637519
25.516758,2.000000,46.020690,2.305359,0.637919
25.532766,2.000000,46.057638,2.310791,0.638319
25.548774,2.000000,46.094673,2.316240,0.638719
25.564782,2.000000,46.131795,2.321707,0.639120
25.580790,2.000000,46.169005,2.327192,0.639520
25.596798,2.000000,46.206302,2.332696,0.639920
25.612806,2.000000,46.243688,2.338217,0.640320
25.628814,2.000000,46.281163,2.343757,0.640720
25.644822,2.000000,46.318726,2.349315,0.641121
25.660830,2.000000,46.356379,2.354891,0.641521
25.676838,2.000000,46.394121,2.360486,0.641921
25.692846,2.000000,46.431952,2.366100,0.642321
25.708854,2.000000,46.469874,2.371732,0.642721
25.724862,2.000000,46.507886,2.377383,0.643122
25.740870,2.000000,46.545988,2.383052,0.643522
25.756878,2.000000,46.584182,2.388741,0.643922
25.772886,2.000000,46.622466,2.394448,0.644322
25.788894,2.000000,46.660842,2.400175,0.644722
25.804902,2.000000,46.699310,2.405921,0.645123
25.820910,2.000000,46.737870,2.411686,0.645523
25.836918,2.000000,46.776523,2.417470,0.645923
25.852926,2.000000,46.815268,2.423274,0.646323
25.868934,2.000000,46.854107,2.429097,0.646723
25.884942,2.000000,46.893038,2.434940,0.647124
25.900950,2.000000,46.932064,2.440803,0.647524
25.916958,2.000000,46.971183,2.446685,0.647924
25.932966,2.000000,47.010397,2.452587,0.648324
25.948974,2.000000,47.049705,2.458509,0.648724
25.964982,2.000000,47.089109,2.464451,0.649125
25.980990,2.000000,47.128607,2.470414,0.649525
25.996998,2.000000,47.168202,2.476396,0.649925
26.013007,2.000000,47.207892,2.482399,0.650325
26.029015,2.000000,47.247678,2.488423,0.650725
26.045023,2.000000,47.287561,2.494466,0.651126
26.061031,2.000000,47.327541,2.500531,0.651526
26.077039,2.000000,47.367618,2.506616,0.651926
26.093047,2.000000,47.407793,2.512722,0.652326
26.109055,2.000000,47.448066,2.518849,0.652726
26.125063,2.000000,47.488437,2.524996,0.653127
26.141071,2.000000,47.528906,2.531165,0.653527
26.157079,2.000000,47.569475,2.537355,0.653927
26.173087,2.000000,47.610142,2.543567,0.654327
26.189095,2.000000,47.650910,2.549800,0.654727
26.205103,2.000000,47.691777,2.556054,0.655128
26.221111,2.000000,47.732744,2.562330,0.655528
26.237119,2.000000,47.773812,2.568627,0.655928
26.253127,2.000000,47.814982,2.574946,0.656328
26.269135,2.000000,47.856252,2.581288,0.656728
26.285143,2.000000,47.897624,2.587651,0.657129
26.301151,2.000000,47.939098,2.594036,0.657529
26.317159,2.000000,47.980675,2.600443,0.657929
26.333167,2.000000,48.022354,2.606873,0.658329
26.349175,2.000000,48.064137,2.613325,0.658729
26.365183,2.000000,48.106023,2.619800,0.659130
26.381191,2.000000,48.148013,2.626297,0.659530
26.397199,2.000000,48.190106,2.632817,0.659930
26.413207,2.000000,48.232305,2.639360,0.660330
26.429215,2.000000,48.274608,2.645926,0.660730
26.445223,2.000000,48.317017,2.652515,0.661131
26.461231,2.000000,48.359531,2.659127,0.661531
26.477239,2.000000,48.402152,2.665762,0.661931
26.493247,2.000000,48.444879,2.672421,0.662331
26.509255,2.000000,48.487712,2.679103,0.662731
26.525263,2.000000,48.530653,2.685808,0.663132
26.541271,2.000000,48.573701,2.692538,0.663532
26.557279,2.000000,48.616857,2.699291,0.663932
26.573287,2.000000,48.660122,2.706068,0.664332
26.589295,2.000000,48.703495,2.712870,0.664732
26.605303,2.000000,48.746977,2.719695,0.665133
26.621311,2.000000,48.790569,2.726545,0.665533
26.637319,2.000000,48.834270,2.733419,0.665933
26.653327,2.000000,48.878082,2.740317,0.666333
26.669335,2.000000,48.922005,2.747241,0.666733
26.685343,2.000000,48.966038,2.754189,0.667134
26.701351,2.000000,49.010183,2.761162,0.667534
26.717359,2.000000,49.054439,2.768159,0.667934
