R,n_u,r,F,dF_dR
149.627,5,0,285.694,2.16329
149.647,5,0,285.792,2.16432
149.667,5,0,285.89,2.16534
149.687,5,0,285.989,2.16637
149.707,5,0,286.087,2.1674
149.727,5,0,286.186,2.16842
149.747,5,0,286.285,2.16945
149.767,5,0,286.383,2.17048
149.787,5,0,286.482,2.17151
149.807,5,0,286.581,2.17254
149.827,5,0,286.68,2.17358
149.847,5,0,286.779,2.17461
149.867,5,0,286.879,2.17564
149.887,5,0,286.978,2.17668
149.907,5,0,287.077,2.17771
149.927,5,0,287.177,2.17875
149.947,5,0,287.276,2.17979
149.967,5,0,287.376,2.18082
149.987,5,0,287.476,2.18186
150.008,5,0,287.575,2.1829
150.028,5,0,287.675,2.18394
150.048,5,0,287.775,2.18498
150.068,5,0,287.875,2.18602
150.088,5,0,287.975,2.18707
150.108,5,0,288.075,2.18811
150.128,5,0,288.176,2.18915
150.148,5,0,288.276,2.1902
150.168,5,0,288.376,2.19124
150.188,5,0,288.477,2.19229
150.208,5,0,288.578,2.19334
150.228,5,0,288.678,2.19439
150.248,5,0,288.779,2.19544
150.268,5,0,288.88,2.19649
150.288,5,0,288.981,2.19754
150.308,5,0,289.082,2.19859
150.328,5,0,289.183,2.19964
150.348,5,0,289.284,2.20069
150.368,5,0,289.385,2.20175
150.388,5,0,289.487,2.2028
150.408,5,0,289.588,2.20386
150.428,5,0,289.69,2.20492
150.448,5,0,289.791,2.20597
150.468,5,0,289.893,2.20703
150.488,5,0,289.995,2.20809
150.508,5,0,290.096,2.20915
150.528,5,0,290.198,2.21021
150.548,5,0,290.3,2.21127
150.568,5,0,290.403,2.21234
150.588,5,0,290.505,2.2134
150.608,5,0,290.607,2.21446
150.628,5,0,290.709,2.21553
150.648,5,0,290.812,2.21659
150.668,5,0,290.914,2.21766
150.688,5,0,291.017,2.21873
150.708,5,0,291.12,2.2198
150.728,5,0,291.222,2.22087
150.748,5,0,291.325,2.22194
150.768,5,0,291.428,2.22301
150.788,5,0,291.531,2.22408
150.808,5,0,291.634,2.22515
150.828,5,0,291.738,2.22622
150.848,5,0,291.841,2.2273
150.868,5,0,291.944,2.22837
150.888,5,0,292.048,2.22945
150.908,5,0,292.151,2.23053
150.928,5,0,292.255,2.2316
150.948,5,0,292.359,2.23268
150.968,5,0,292.462,2.23376
150.988,5,0,292.566,2.23484
151.008,5,0,292.67,2.23592
151.028,5,0,292.774,2.23701
151.048,5,0,292.878,2.23809
151.068,5,0,292.983,2.23917
151.088,5,0,293.087,2.24026
151.108,5,0,293.191,2.24134
151.128,5,0,293.296,2.24243
151.148,5,0,293.401,2.24352
151.168,5,0,293.505,2.2446
151.188,5,0,293.61,2.24569
151.208,5,0,293.715,2.24678
151.228,5,0,293.82,2.24787
151.248,5,0,293.925,2.24897
151.268,5,0,294.03,2.25006
151.288,5,0,294.135,2.25115
151.308,5,0,294.24,2.25225
151.328,5,0,294.346,2.25334
151.348,5,0,294.451,2.25444
151.368,5,0,294.557,2.25553
151.388,5,0,294.663,2.25663
151.408,5,0,294.768,2.25773
151.428,5,0,294.874,2.25883
151.448,5,0,294.98,2.25993
151.468,5,0,295.086,2.26103
151.488,5,0,295.192,2.26213
151.508,5,0,295.298,2.26324
151.528,5,0,295.405,2.26434
151.548,5,0,295.511,2.26545
151.568,5,0,295.617,2.26655
151.588,5,0,295.724,2.26766
151.608,5,0,295.831,2.26877
151.628,5,0,295.937,2.26987
151.648,5,0,296.044,2.27098
151.668,5,0,296.151,2.27209
151.688,5,0,296.258,2.27321
151.708,5,0,296.365,2.27432
151.728,5,0,296.472,2.27543
151.748,5,0,296.58,2.27654
151.768,5,0,296.687,2.27766
151.788,5,0,296.794,2.27877
151.808,5,0,296.902,2.27989
151.828,5,0,297.01,2.28101
151.848,5,0,297.117,2.28213
151.868,5,0,297.225,2.28325
151.888,5,0,297.333,2.28437
151.908,5,0,297.441,2.28549
151.928,5,0,297.549,2.28661
151.948,5,0,297.657,2.28773
151.968,5,0,297.766,2.28886
151.988,5,0,297.874,2.28998
152.008,5,0,297.982,2.29111
152.028,5,0,298.091,2.29223
152.048,5,0,298.2,2.29336
152.068,5,0,298.308,2.29449
152.088,5,0,298.417,2.29562
152.108,5,0,298.526,2.29675
152.128,5,0,298.635,2.29788
152.148,5,0,298.744,2.29901
152.168,5,0,298.853,2.30015
152.188,5,0,298.963,2.30128
152.208,5,0,299.072,2.30241
152.228,5,0,299.182,2.30355
152.248,5,0,299.291,2.30469
152.268,5,0,299.401,2.30583
152.288,5,0,299.511,2.30696
152.308,5,0,299.62,2.3081
152.328,5,0,299.73,2.30924
152.348,5,0,299.84,2.31039
152.368,5,0,299.951,2.31153
152.388,5,0,300.061,2.31267
152.408,5,0,300.171,2.31382
152.428,5,0,300.282,2.31496
152.448,5,0,300.392,2.31611
152.468,5,0,300.503,2.31725
152.488,5,0,300.613,2.3184
152.508,5,0,300.724,2.31955
152.528,5,0,300.835,2.3207
152.548,5,0,300.946,2.32185
152.568,5,0,301.057,2.323
152.588,5,0,301.168,2.32416
152.608,5,0,301.28,2.32531
152.628,5,0,301.391,2.32647
152.648,5,0,301.503,2.32762
152.668,5,0,301.614,2.32878
152.688,5,0,301.726,2.32994
152.708,5,0,301.838,2.33109
152.728,5,0,301.949,2.33225
152.748,5,0,302.061,2.33341
152.768,5,0,302.173,2.33458
152.788,5,0,302.286,2.33574
152.808,5,0,302.398,2.3369
152.828,5,0,302.51,2.33807
152.848,5,0,302.623,2.33923
152.868,5,0,302.735,2.3404
152.888,5,0,302.848,2.34157
152.908,5,0,302.961,2.34273
152.928,5,0,303.073,2.3439
152.948,5,0,303.186,2.34507
152.968,5,0,303.299,2.34624
152.988,5,0,303.412,2.34742
153.008,5,0,303.526,2.34859
153.028,5,0,303.639,2.34976
153.048,5,0,303.752,2.35094
153.068,5,0,303.866,2.35211
153.088,5,0,303.98,2.35329
153.108,5,0,304.093,2.35447
153.128,5,0,304.207,2.35565
153.148,5,0,304.321,2.35683
153.168,5,0,304.435,2.35801
153.188,5,0,304.549,2.35919
153.208,5,0,304.663,2.36037
153.228,5,0,304.778,2.36156
153.248,5,0,304.892,2.36274
153.268,5,0,305.007,2.36393
153.288,5,0,305.121,2.36512
153.308,5,0,305.236,2.3663
153.328,5,0,305.351,2.36749
153.348,5,0,305.466,2.36868
153.368,5,0,305.581,2.36987
153.388,5,0,305.696,2.37107
153.408,5,0,305.811,2.37226
153.428,5,0,305.926,2.37345
153.448,5,0,306.042,2.37465
153.468,5,0,306.157,2.37584
153.488,5,0,306.273,2.37704
153.508,5,0,306.389,2.37824
153.528,5,0,306.504,2.37944
153.548,5,0,306.62,2.38064
153.568,5,0,306.736,2.38184
153.588,5,0,306.852,2.38304
153.608,5,0,306.969,2.38424
153.628,5,0,307.085,2.38545
153.648,5,0,307.201,2.38665
153.668,5,0,307.318,2.38786
153.688,5,0,307.435,2.38907
153.708,5,0,307.551,2.39027
153.728,5,0,307.668,2.39148
153.748,5,0,307.785,2.39269
153.768,5,0,307.902,2.39391
153.788,5,0,308.019,2.39512
153.808,5,0,308.137,2.39633
153.828,5,0,308.254,2.39755
153.848,5,0,308.371,2.39876
153.868,5,0,308.489,2.39998
153.888,5,0,308.607,2.40119
153.908,5,0,308.725,2.40241
153.928,5,0,308.842,2.40363
153.948,5,0,308.96,2.40485
153.968,5,0,309.078,2.40607
153.988,5,0,309.197,2.4073
154.008,5,0,309.315,2.40852
154.028,5,0,309.433,2.40975
154.048,5,0,309.552,2.41097
154.068,5,0,309.671,2.4122
154.088,5,0,309.789,2.41343
154.108,5,0,309.908,2.41466
154.128,5,0,310.027,2.41589
154.148,5,0,310.146,2.41712
154.168,5,0,310.265,2.41835
154.188,5,0,310.384,2.41958
154.208,5,0,310.504,2.42082
154.228,5,0,310.623,2.42205
154.248,5,0,310.743,2.42329
154.268,5,0,310.863,2.42452
154.288,5,0,310.982,2.42576
154.308,5,0,311.102,2.427
154.328,5,0,311.222,2.42824
154.348,5,0,311.342,2.42948
154.368,5,0,311.462,2.43073
154.388,5,0,311.583,2.43197
154.408,5,0,311.703,2.43322
154.428,5,0,311.824,2.43446
154.448,5,0,311.944,2.43571
154.468,5,0,312.065,2.43696
154.488,5,0,312.186,2.43821
154.508,5,0,312.307,2.43946
154.528,5,0,312.428,2.44071
154.548,5,0,312.549,2.44196
154.568,5,0,312.671,2.44321
154.588,5,0,312.792,2.44447
154.608,5,0,312.913,2.44572
154.628,5,0,313.035,2.44698
154.648,5,0,313.157,2.44824
154.668,5,0,313.279,2.4495
154.688,5,0,313.401,2.45076
154.708,5,0,313.523,2.45202
154.728,5,0,313.645,2.45328
154.748,5,0,313.767,2.45454
154.768,5,0,313.889,2.45581
154.788,5,0,314.012,2.45707
154.808,5,0,314.135,2.45834
154.828,5,0,314.257,2.45961
154.848,5,0,314.38,2.46088
154.868,5,0,314.503,2.46215
154.888,5,0,314.626,2.46342
154.908,5,0,314.749,2.46469
154.928,5,0,314.873,2.46596
154.948,5,0,314.996,2.46724
154.968,5,0,315.119,2.46851
154.988,5,0,315.243,2.46979
155.008,5,0,315.367,2.47107
155.028,5,0,315.491,2.47234
155.048,5,0,315.615,2.47362
155.068,5,0,315.739,2.47491
155.088,5,0,315.863,2.47619
155.108,5,0,315.987,2.47747
155.128,5,0,316.111,2.47876
155.148,5,0,316.236,2.48004
155.168,5,0,316.361,2.48133
155.188,5,0,316.485,2.48262
155.208,5,0,316.61,2.4839
155.228,5,0,316.735,2.48519
155.248,5,0,316.86,2.48649
155.268,5,0,316.985,2.48778
155.288,5,0,317.111,2.48907
155.308,5,0,317.236,2.49037
155.328,5,0,317.362,2.49166
155.348,5,0,317.487,2.49296
155.368,5,0,317.613,2.49426
155.388,5,0,317.739,2.49556
155.408,5,0,317.865,2.49686
155.428,5,0,317.991,2.49816
155.448,5,0,318.117,2.49946
155.468,5,0,318.244,2.50076
155.488,5,0,318.37,2.50207
155.508,5,0,318.497,2.50337
155.528,5,0,318.623,2.50468
155.548,5,0,318.75,2.50599
155.568,5,0,318.877,2.5073
155.588,5,0,319.004,2.50861
155.608,5,0,319.131,2.50992
155.628,5,0,319.258,2.51123
155.648,5,0,319.386,2.51255
155.668,5,0,319.513,2.51386
155.688,5,0,319.641,2.51518
155.708,5,0,319.769,2.5165
155.728,5,0,319.897,2.51782
155.748,5,0,320.025,2.51914
155.768,5,0,320.153,2.52046
155.788,5,0,320.281,2.52178
155.808,5,0,320.409,2.5231
155.828,5,0,320.538,2.52443
155.848,5,0,320.666,2.52575
155.868,5,0,320.795,2.52708
155.888,5,0,320.924,2.52841
155.908,5,0,321.053,2.52974
155.928,5,0,321.182,2.53107
155.948,5,0,321.311,2.5324
155.968,5,0,321.44,2.53373
155.988,5,0,321.569,2.53507
156.008,5,0,321.699,2.5364
156.028,5,0,321.829,2.53774
156.048,5,0,321.958,2.53908
156.068,5,0,322.088,2.54042
156.088,5,0,322.218,2.54176
156.108,5,0,322.348,2.5431
156.128,5,0,322.479,2.54444
156.148,5,0,322.609,2.54578
156.168,5,0,322.739,2.54713
156.188,5,0,322.87,2.54848
156.208,5,0,323.001,2.54982
156.228,5,0,323.132,2.55117
156.248,5,0,323.262,2.55252
156.268,5,0,323.394,2.55387
156.288,5,0,323.525,2.55522
156.308,5,0,323.656,2.55658
156.328,5,0,323.788,2.55793
156.348,5,0,323.919,2.55929
156.368,5,0,324.051,2.56064
156.388,5,0,324.183,2.562
156.408,5,0,324.315,2.56336
156.428,5,0,324.447,2.56472
156.448,5,0,324.579,2.56609
156.468,5,0,324.711,2.56745
156.488,5,0,324.844,2.56881
156.508,5,0,324.976,2.57018
156.528,5,0,325.109,2.57155
156.548,5,0,325.242,2.57291
156.568,5,0,325.375,2.57428
156.588,5,0,325.508,2.57565
156.608,5,0,325.641,2.57703
156.628,5,0,325.774,2.5784
156.648,5,0,325.908,2.57977
156.668,5,0,326.041,2.58115
156.688,5,0,326.175,2.58253
156.708,5,0,326.309,2.5839
156.728,5,0,326.443,2.58528
156.748,5,0,326.577,2.58666
156.768,5,0,326.711,2.58805
156.788,5,0,326.845,2.58943
156.808,5,0,326.98,2.59081
156.828,5,0,327.114,2.5922
156.848,5,0,327.249,2.59359
156.868,5,0,327.384,2.59497
156.888,5,0,327.519,2.59636
156.908,5,0,327.654,2.59775
156.928,5,0,327.789,2.59915
156.948,5,0,327.924,2.60054
156.968,5,0,328.06,2.60193
156.988,5,0,328.195,2.60333
157.008,5,0,328.331,2.60473
157.028,5,0,328.467,2.60613
157.048,5,0,328.603,2.60753
157.068,5,0,328.739,2.60893
157.088,5,0,328.875,2.61033
157.108,5,0,329.011,2.61173
157.128,5,0,329.148,2.61314
157.148,5,0,329.284,2.61454
157.168,5,0,329.421,2.61595
157.188,5,0,329.558,2.61736
157.208,5,0,329.695,2.61877
157.228,5,0,329.832,2.62018
157.248,5,0,329.97,2.62159
157.268,5,0,330.107,2.62301
157.288,5,0,330.244,2.62442
157.308,5,0,330.382,2.62584
157.328,5,0,330.52,2.62726
157.348,5,0,330.658,2.62868
157.368,5,0,330.796,2.6301
157.388,5,0,330.934,2.63152
157.408,5,0,331.072,2.63294
157.428,5,0,331.211,2.63436
157.448,5,0,331.349,2.63579
157.468,5,0,331.488,2.63722
157.488,5,0,331.627,2.63865
157.508,5,0,331.766,2.64008
157.528,5,0,331.905,2.64151
157.548,5,0,332.044,2.64294
157.568,5,0,332.184,2.64437
157.588,5,0,332.323,2.64581
157.608,5,0,332.463,2.64724
157.628,5,0,332.603,2.64868
157.648,5,0,332.743,2.65012
157.668,5,0,332.883,2.65156
157.688,5,0,333.023,2.653
157.708,5,0,333.163,2.65445
157.728,5,0,333.304,2.65589
157.748,5,0,333.444,2.65734
157.768,5,0,333.585,2.65878
157.788,5,0,333.726,2.66023
157.808,5,0,333.867,2.66168
157.828,5,0,334.008,2.66313
157.848,5,0,334.149,2.66458
157.868,5,0,334.29,2.66604
157.888,5,0,334.432,2.66749
157.908,5,0,334.574,2.66895
157.928,5,0,334.715,2.67041
157.948,5,0,334.857,2.67187
157.968,5,0,335,2.67333
157.988,5,0,335.142,2.67479
158.008,5,0,335.284,2.67625
158.028,5,0,335.427,2.67772
158.048,5,0,335.569,2.67918
158.068,5,0,335.712,2.68065
158.088,5,0,335.855,2.68212
158.108,5,0,335.998,2.68359
158.128,5,0,336.141,2.68506
158.148,5,0,336.284,2.68653
158.168,5,0,336.428,2.68801
158.188,5,0,336.572,2.68948
158.208,5,0,336.715,2.69096
158.228,5,0,336.859,2.69244
158.248,5,0,337.003,2.69392
158.268,5,0,337.147,2.6954
158.288,5,0,337.292,2.69688
158.308,5,0,337.436,2.69837
158.328,5,0,337.581,2.69985
158.348,5,0,337.725,2.70134
158.368,5,0,337.87,2.70283
158.388,5,0,338.015,2.70432
158.408,5,0,338.16,2.70581
158.428,5,0,338.306,2.7073
158.448,5,0,338.451,2.7088
158.468,5,0,338.597,2.71029
158.488,5,0,338.743,2.71179
158.508,5,0,338.888,2.71329
158.528,5,0,339.034,2.71479
158.548,5,0,339.181,2.71629
158.568,5,0,339.327,2.71779
158.588,5,0,339.473,2.7193
158.608,5,0,339.62,2.7208
158.628,5,0,339.767,2.72231
158.648,5,0,339.913,2.72382
158.668,5,0,340.06,2.72533
158.688,5,0,340.208,2.72684
158.708,5,0,340.355,2.72835
158.728,5,0,340.502,2.72986
158.748,5,0,340.65,2.73138
158.768,5,0,340.798,2.7329
158.788,5,0,340.946,2.73441
158.808,5,0,341.094,2.73593
158.828,5,0,341.242,2.73746
158.848,5,0,341.39,2.73898
158.868,5,0,341.539,2.7405
158.888,5,0,341.687,2.74203
158.908,5,0,341.836,2.74356
158.928,5,0,341.985,2.74508
158.948,5,0,342.134,2.74661
158.968,5,0,342.283,2.74815
158.988,5,0,342.432,2.74968
159.008,5,0,342.582,2.75121
159.028,5,0,342.732,2.75275
159.048,5,0,342.881,2.75429
159.068,5,0,343.031,2.75583
159.088,5,0,343.181,2.75737
159.108,5,0,343.332,2.75891
159.128,5,0,343.482,2.76045
159.148,5,0,343.633,2.762
159.168,5,0,343.783,2.76354
159.188,5,0,343.934,2.76509
159.208,5,0,344.085,2.76664
159.228,5,0,344.236,2.76819
159.248,5,0,344.388,2.76974
159.268,5,0,344.539,2.7713
159.288,5,0,344.691,2.77285
159.308,5,0,344.842,2.77441
159.328,5,0,344.994,2.77597
159.348,5,0,345.146,2.77753
159.368,5,0,345.298,2.77909
159.388,5,0,345.451,2.78065
159.408,5,0,345.603,2.78222
159.428,5,0,345.756,2.78378
159.448,5,0,345.909,2.78535
159.468,5,0,346.062,2.78692
159.488,5,0,346.215,2.78849
159.508,5,0,346.368,2.79006
159.528,5,0,346.522,2.79164
159.548,5,0,346.675,2.79321
159.568,5,0,346.829,2.79479
159.588,5,0,346.983,2.79637
159.608,5,0,347.137,2.79795
159.628,5,0,347.291,2.79953
159.648,5,0,347.445,2.80111
159.668,5,0,347.6,2.80269
159.688,5,0,347.754,2.80428
159.708,5,0,347.909,2.80587
159.728,5,0,348.064,2.80746
159.748,5,0,348.219,2.80905
159.768,5,0,348.375,2.81064
159.788,5,0,348.53,2.81223
159.808,5,0,348.686,2.81383
159.828,5,0,348.841,2.81543
159.848,5,0,348.997,2.81702
159.868,5,0,349.153,2.81862
159.888,5,0,349.31,2.82023
159.908,5,0,349.466,2.82183
159.928,5,0,349.623,2.82343
159.948,5,0,349.779,2.82504
159.968,5,0,349.936,2.82665
159.988,5,0,350.093,2.82826
160.008,5,0,350.25,2.82987
160.028,5,0,350.408,2.83148
160.048,5,0,350.565,2.8331
160.068,5,0,350.723,2.83471
160.088,5,0,350.881,2.83633
160.108,5,0,351.039,2.83795
160.128,5,0,351.197,2.83957
160.148,5,0,351.355,2.84119
160.168,5,0,351.514,2.84281
160.188,5,0,351.672,2.84444
160.208,5,0,351.831,2.84607
160.228,5,0,351.99,2.8477
160.248,5,0,352.149,2.84933
160.268,5,0,352.308,2.85096
160.288,5,0,352.468,2.85259
160.308,5,0,352.627,2.85423
160.328,5,0,352.787,2.85586
160.348,5,0,352.947,2.8575
160.368,5,0,353.107,2.85914
160.388,5,0,353.267,2.86078
160.408,5,0,353.428,2.86243
160.428,5,0,353.588,2.86407
160.448,5,0,353.749,2.86572
160.468,5,0,353.91,2.86737
160.488,5,0,354.071,2.86902
160.508,5,0,354.232,2.87067
160.528,5,0,354.394,2.87232
160.548,5,0,354.555,2.87398
160.568,5,0,354.717,2.87563
160.588,5,0,354.879,2.87729
160.608,5,0,355.041,2.87895
160.628,5,0,355.203,2.88061
160.648,5,0,355.366,2.88228
160.668,5,0,355.528,2.88394
160.688,5,0,355.691,2.88561
160.708,5,0,355.854,2.88728
160.728,5,0,356.017,2.88895
160.748,5,0,356.18,2.89062
160.768,5,0,356.344,2.89229
160.788,5,0,356.507,2.89397
160.808,5,0,356.671,2.89564
160.828,5,0,356.835,2.89732
160.848,5,0,356.999,2.899
160.868,5,0,357.163,2.90068
160.888,5,0,357.328,2.90237
160.908,5,0,357.492,2.90405
160.928,5,0,357.657,2.90574
160.948,5,0,357.822,2.90743
160.968,5,0,357.987,2.90912
160.988,5,0,358.152,2.91081
161.008,5,0,358.318,2.9125
161.028,5,0,358.483,2.9142
161.048,5,0,358.649,2.91589
161.068,5,0,358.815,2.91759
161.088,5,0,358.981,2.91929
161.108,5,0,359.148,2.921
161.128,5,0,359.314,2.9227
161.148,5,0,359.481,2.92441
161.168,5,0,359.648,2.92611
161.188,5,0,359.815,2.92782
161.208,5,0,359.982,2.92953
161.228,5,0,360.149,2.93125
161.248,5,0,360.317,2.93296
161.268,5,0,360.484,2.93468
161.288,5,0,360.652,2.93639
161.308,5,0,360.82,2.93811
161.328,5,0,360.989,2.93984
161.348,5,0,361.157,2.94156
161.368,5,0,361.326,2.94328
161.388,5,0,361.494,2.94501
161.408,5,0,361.663,2.94674
161.428,5,0,361.832,2.94847
161.448,5,0,362.002,2.9502
161.468,5,0,362.171,2.95194
161.488,5,0,362.341,2.95367
161.508,5,0,362.511,2.95541
161.528,5,0,362.681,2.95715
161.548,5,0,362.851,2.95889
161.568,5,0,363.021,2.96063
161.588,5,0,363.192,2.96238
161.608,5,0,363.363,2.96412
161.628,5,0,363.533,2.96587
161.648,5,0,363.705,2.96762
161.668,5,0,363.876,2.96937
161.688,5,0,364.047,2.97112
161.708,5,0,364.219,2.97288
161.728,5,0,364.391,2.97464
161.748,5,0,364.563,2.9764
161.768,5,0,364.735,2.97816
161.788,5,0,364.907,2.97992
161.808,5,0,365.08,2.98168
161.828,5,0,365.253,2.98345
161.848,5,0,365.426,2.98522
161.868,5,0,365.599,2.98699
161.888,5,0,365.772,2.98876
161.908,5,0,365.945,2.99053
161.928,5,0,366.119,2.99231
161.948,5,0,366.293,2.99409
161.968,5,0,366.467,2.99587
161.988,5,0,366.641,2.99765
162.008,5,0,366.815,2.99943
162.028,5,0,366.99,3.00121
162.048,5,0,367.165,3.003
162.068,5,0,367.34,3.00479
162.088,5,0,367.515,3.00658
162.108,5,0,367.69,3.00837
162.128,5,0,367.866,3.01017
162.148,5,0,368.041,3.01196
162.168,5,0,368.217,3.01376
162.188,5,0,368.393,3.01556
162.208,5,0,368.57,3.01736
162.228,5,0,368.746,3.01916
162.248,5,0,368.923,3.02097
162.268,5,0,369.1,3.02278
162.288,5,0,369.277,3.02458
162.308,5,0,369.454,3.0264
162.328,5,0,369.631,3.02821
162.348,5,0,369.809,3.03002
162.368,5,0,369.987,3.03184
162.388,5,0,370.165,3.03366
162.408,5,0,370.343,3.03548
162.428,5,0,370.521,3.0373
162.448,5,0,370.7,3.03913
162.468,5,0,370.878,3.04095
162.488,5,0,371.057,3.04278
162.508,5,0,371.237,3.04461
162.528,5,0,371.416,3.04644
162.548,5,0,371.595,3.04828
162.568,5,0,371.775,3.05011
162.588,5,0,371.955,3.05195
162.608,5,0,372.135,3.05379
162.628,5,0,372.315,3.05563
162.648,5,0,372.496,3.05748
162.668,5,0,372.677,3.05932
162.688,5,0,372.857,3.06117
162.708,5,0,373.039,3.06302
162.728,5,0,373.22,3.06487
162.748,5,0,373.401,3.06672
162.768,5,0,373.583,3.06858
162.788,5,0,373.765,3.07044
162.808,5,0,373.947,3.0723
162.828,5,0,374.129,3.07416
162.848,5,0,374.312,3.07602
162.868,5,0,374.494,3.07789
162.888,5,0,374.677,3.07975
162.908,5,0,374.86,3.08162
162.928,5,0,375.043,3.08349
162.948,5,0,375.227,3.08537
162.968,5,0,375.411,3.08724
162.988,5,0,375.594,3.08912
163.008,5,0,375.779,3.091
163.028,5,0,375.963,3.09288
163.048,5,0,376.147,3.09476
163.068,5,0,376.332,3.09665
163.088,5,0,376.517,3.09854
163.108,5,0,376.702,3.10043
163.128,5,0,376.887,3.10232
163.148,5,0,377.073,3.10421
163.168,5,0,377.258,3.10611
163.188,5,0,377.444,3.108
163.208,5,0,377.63,3.1099
163.228,5,0,377.817,3.1118
163.248,5,0,378.003,3.11371
163.268,5,0,378.19,3.11561
163.288,5,0,378.377,3.11752
163.308,5,0,378.564,3.11943
163.328,5,0,378.751,3.12134
163.348,5,0,378.939,3.12326
163.368,5,0,379.126,3.12517
163.388,5,0,379.314,3.12709
163.408,5,0,379.503,3.12901
163.428,5,0,379.691,3.13093
163.448,5,0,379.879,3.13286
163.468,5,0,380.068,3.13478
163.488,5,0,380.257,3.13671
163.508,5,0,380.446,3.13864
163.528,5,0,380.636,3.14058
163.548,5,0,380.825,3.14251
163.568,5,0,381.015,3.14445
163.588,5,0,381.205,3.14639
163.608,5,0,381.396,3.14833
163.628,5,0,381.586,3.15027
163.648,5,0,381.777,3.15222
163.668,5,0,381.968,3.15416
163.688,5,0,382.159,3.15611
163.708,5,0,382.35,3.15806
163.728,5,0,382.542,3.16002
163.748,5,0,382.733,3.16197
163.768,5,0,382.925,3.16393
163.788,5,0,383.117,3.16589
163.808,5,0,383.31,3.16785
163.828,5,0,383.502,3.16982
163.848,5,0,383.695,3.17179
163.868,5,0,383.888,3.17375
163.888,5,0,384.082,3.17573
163.908,5,0,384.275,3.1777
163.928,5,0,384.469,3.17967
163.948,5,0,384.663,3.18165
163.968,5,0,384.857,3.18363
163.988,5,0,385.051,3.18561
164.008,5,0,385.246,3.1876
164.028,5,0,385.44,3.18958
164.048,5,0,385.635,3.19157
164.068,5,0,385.831,3.19356
164.088,5,0,386.026,3.19555
164.108,5,0,386.222,3.19755
164.128,5,0,386.417,3.19955
164.148,5,0,386.614,3.20155
164.168,5,0,386.81,3.20355
164.188,5,0,387.006,3.20555
164.208,5,0,387.203,3.20756
164.228,5,0,387.4,3.20957
164.248,5,0,387.597,3.21158
164.268,5,0,387.795,3.21359
164.288,5,0,387.992,3.2156
164.308,5,0,388.19,3.21762
164.328,5,0,388.388,3.21964
164.348,5,0,388.587,3.22166
164.368,5,0,388.785,3.22369
164.388,5,0,388.984,3.22571
164.408,5,0,389.183,3.22774
164.428,5,0,389.382,3.22977
164.448,5,0,389.582,3.2318
164.468,5,0,389.781,3.23384
164.488,5,0,389.981,3.23588
164.508,5,0,390.181,3.23792
164.528,5,0,390.382,3.23996
164.548,5,0,390.582,3.242
164.568,5,0,390.783,3.24405
164.588,5,0,390.984,3.2461
164.608,5,0,391.185,3.24815
164.628,5,0,391.387,3.2502
164.648,5,0,391.589,3.25226
164.668,5,0,391.791,3.25431
164.688,5,0,391.993,3.25638
164.708,5,0,392.195,3.25844
164.728,5,0,392.398,3.2605
164.748,5,0,392.601,3.26257
164.768,5,0,392.804,3.26464
164.788,5,0,393.007,3.26671
164.808,5,0,393.211,3.26879
164.828,5,0,393.415,3.27086
164.848,5,0,393.619,3.27294
164.868,5,0,393.823,3.27502
164.888,5,0,394.028,3.27711
164.908,5,0,394.232,3.27919
164.928,5,0,394.437,3.28128
164.948,5,0,394.643,3.28337
164.968,5,0,394.848,3.28546
164.988,5,0,395.054,3.28756
165.008,5,0,395.26,3.28966
165.028,5,0,395.466,3.29176
165.048,5,0,395.672,3.29386
165.068,5,0,395.879,3.29596
165.088,5,0,396.086,3.29807
165.108,5,0,396.293,3.30018
165.128,5,0,396.501,3.30229
165.148,5,0,396.708,3.30441
165.168,5,0,396.916,3.30652
165.188,5,0,397.124,3.30864
165.208,5,0,397.332,3.31077
165.228,5,0,397.541,3.31289
165.248,5,0,397.75,3.31502
165.268,5,0,397.959,3.31714
165.288,5,0,398.168,3.31928
165.308,5,0,398.378,3.32141
165.328,5,0,398.588,3.32355
165.348,5,0,398.798,3.32569
165.368,5,0,399.008,3.32783
165.388,5,0,399.219,3.32997
165.408,5,0,399.429,3.33212
165.428,5,0,399.64,3.33426
165.448,5,0,399.852,3.33642
165.468,5,0,400.063,3.33857
165.488,5,0,400.275,3.34072
165.508,5,0,400.487,3.34288
165.528,5,0,400.699,3.34504
165.548,5,0,400.912,3.34721
165.568,5,0,401.125,3.34937
165.588,5,0,401.338,3.35154
165.608,5,0,401.551,3.35371
165.628,5,0,401.764,3.35589
165.648,5,0,401.978,3.35806
165.668,5,0,402.192,3.36024
165.688,5,0,402.406,3.36242
165.708,5,0,402.621,3.3646
165.728,5,0,402.836,3.36679
165.748,5,0,403.051,3.36898
165.768,5,0,403.266,3.37117
165.788,5,0,403.482,3.37336
165.808,5,0,403.697,3.37556
165.828,5,0,403.913,3.37776
165.848,5,0,404.13,3.37996
165.868,5,0,404.346,3.38216
165.888,5,0,404.563,3.38437
165.908,5,0,404.78,3.38658
165.928,5,0,404.998,3.38879
165.948,5,0,405.215,3.391
165.968,5,0,405.433,3.39322
165.988,5,0,405.651,3.39544
166.008,5,0,405.869,3.39766
166.028,5,0,406.088,3.39988
166.048,5,0,406.307,3.40211
166.068,5,0,406.526,3.40434
