r,r1,r2,r3,n1,n2,n3
9.728228228228229,1.7687686843160226,3.5375378168271085,4.421921727085098,0.0,0.0,0.0
9.78053053053053,1.778278121431929,3.556557091315291,4.44569531778331,0.0,0.0,0.0
9.832832832832834,1.7877874678088668,3.575577677230535,4.469467687793431,0.0,0.0,0.0
9.885135135135135,1.7972982062399012,3.594604876835477,4.493232052059756,0.0,0.0,0.0
9.937437437437438,1.8068167582517076,3.6136313982428394,4.516989280942891,0.0,0.0,0.0
9.98973973973974,1.816315037435045,3.6326206707246644,4.540804031580031,0.0,0.0,0.0
10.042042042042041,1.8258393462684253,3.6516527913871935,4.564549904386422,0.0,0.0,0.0
10.094344344344345,1.8353677113108455,3.6706649524397337,4.5883116805937645,0.0,0.0,0.0
10.146646646646646,1.8448767420056826,3.6896788099333624,4.612091094707601,0.0,0.0,0.0
10.19894894894895,1.8543850670031399,3.7086952435971767,4.635868638348633,0.0,0.0,0.0
10.25125125125125,1.8638962709874323,3.7277115938293557,4.659643386434463,0.0,0.0,0.0
10.303553553553554,1.8734101725659706,3.746727216626985,4.683416164360599,0.0,0.0,0.0
10.355855855855856,1.8828839582709085,3.7657639938606047,4.707207903724344,0.0,0.0,0.0
10.408158158158159,1.892393701700144,3.784782599216015,4.730981857242,0.0,0.0,0.0
10.46046046046046,1.9019034430923114,3.803801324521222,4.754755692846926,0.0,0.0,0.0
10.512762762762764,1.9114131458100478,3.8228198713648824,4.778529745587833,0.0,0.0,0.0
10.565065065065065,1.9209201521229577,3.8418426505093435,4.802302262432763,0.0,0.0,0.0
10.617367367367368,1.9304295800644085,3.860861994098939,4.82607579320402,0.0,0.0,0.0
10.66966966966967,1.9399390794944722,3.8798810183551793,4.849849571820018,0.0,0.0,0.0
10.721971971971971,1.949188305717684,3.8983796229085725,4.874404043345715,0.0,0.0,0.000293731689453125
10.774274274274275,1.958401208641583,3.9168053084368655,4.8990677571958265,0.0,0.0,0.0006256103515625
10.826576576576576,1.9676079350309492,3.9352183195033135,4.923750322042313,0.0,0.0,0.0009613037109375
10.87887887887888,1.976805071534624,3.9536122273924903,4.948461579951765,0.0,0.0,0.00130462646484375
10.93118118118118,1.985999277555566,3.972000488465903,4.973181415159712,0.0,0.0,0.00164794921875
10.983483483483484,1.995190256626336,3.9903835021518015,4.997909724705347,0.0,0.0,0.00199127197265625
11.035785785785786,2.004370190210733,4.00874990128564,5.022665694289412,0.0,0.0,0.00234222412109375
11.088088088088089,2.013546085958764,4.027134664561474,5.047407337567852,0.0,0.0,0.00269317626953125
11.14039039039039,2.0227201002921724,4.045441672209755,5.072228617888463,0.0,0.0,0.0030517578125
11.192692692692694,2.031887563603331,4.0637715942290455,5.0970335348603175,0.0,0.0,0.00341796875
11.244994994994995,2.0410359438141983,4.082066876532332,5.121892174648464,0.0,0.0,0.0037841796875
11.297297297297298,2.050210078419661,4.10038588370433,5.146701335173308,0.0,0.0,0.004150390625
11.3495995995996,2.0593455688756976,4.118662387099006,5.171591643624897,0.0,0.0,0.00452423095703125
11.401901901901901,2.068476353821791,4.1369474558422965,5.196478092237815,0.0,3.814697265625e-06,0.0048980712890625
11.454204204204204,2.0773735763061665,4.156046463969945,5.2207841639280925,0.0,0.000316619873046875,0.00527191162109375
11.506506506506506,2.0862669388830857,4.175147464944779,5.245092102678642,0.0,0.000629425048828125,0.005645751953125
11.55880880880881,2.0951459447450764,4.194245553943208,5.269417310120524,0.0,0.000946044921875,0.0060272216796875
11.61111111111111,2.104017361932285,4.213354792633097,5.293738956545728,0.0,0.0012664794921875,0.00640869140625
11.663413413413414,2.112884027817145,4.2324653551474745,5.318064030448794,0.0,0.0015869140625,0.0067901611328125
11.715715715715715,2.121732610884652,4.2515830497843865,5.342400055046678,0.0,0.00191497802734375,0.00717926025390625
11.768018018018019,2.130568739287632,4.270686982852917,5.36676229587747,0.0,0.0022430419921875,0.00757598876953125
11.82032032032032,2.139401372657801,4.289827714607992,5.391091233054527,0.0,0.0025787353515625,0.007965087890625
11.872622622622623,2.1482065627778466,4.308924916211993,5.415491143632785,0.0,0.0029144287109375,0.0083770751953125
11.924924924924925,2.1570215139394486,4.328053114035294,5.439850296950182,0.0,0.0032501220703125,0.0087738037109375
11.977227227227228,2.165810395042238,4.347173520535579,5.464243311649412,0.0,0.00359344482421875,0.009185791015625
12.02952952952953,2.1745882395598963,4.36631603673449,5.488625253235144,0.0,0.00394439697265625,0.0095977783203125
12.081831831831831,2.1833518594928027,4.385408485764717,5.513071486574312,0.0,0.0042877197265625,0.0100250244140625
12.134134134134134,2.192119697834939,4.404553334582838,5.537461101716358,0.0,0.004638671875,0.01043701171875
12.186436436436436,2.200861391882026,4.423690752144358,5.561884292410051,0.0,0.00499725341796875,0.0108642578125
12.23873873873874,2.209598410458235,4.44282934143501,5.586310986845495,0.0,0.0053558349609375,0.01129150390625
12.29104104104104,2.218324813859391,4.461990817460585,5.610725409721065,0.0,0.0057220458984375,0.01171875
12.343343343343344,2.227031731416304,4.481123012318487,5.635188599608553,0.0,0.0060882568359375,0.0121612548828125
12.395645645645645,2.2356990287164704,4.500256110235163,5.659690506694013,0.0,0.0064544677734375,0.012603759765625
12.447947947947949,2.244382193842155,4.51941177398303,5.684153980122764,0.0,0.00682830810546875,0.0130462646484375
12.50025025025025,2.253044294432256,4.538537405119057,5.708668550698937,0.0,0.0072021484375,0.0135040283203125
12.552552552552553,2.2616943407948216,4.557686093010123,5.733172118747609,0.0,0.0075836181640625,0.0139617919921875
12.604854854854855,2.2703387732950078,4.576835580956573,5.757680500603275,0.0,0.007965087890625,0.0144195556640625
12.657157157157158,2.278965145603899,4.596030705101854,5.782161306451406,0.0,0.00836181640625,0.0148773193359375
12.70945945945946,2.2875828460552587,4.615150942545567,5.806725670858635,0.0,0.0087432861328125,0.015350341796875
12.761761761761761,2.2961825036504875,4.634316360654675,5.831262897456598,0.0,0.0091400146484375,0.0158233642578125
12.814064064064064,1.606728995813534,3.213402032587995,7.993933035662536,0.0,0.0,0.9901580810546875
12.866366366366366,1.6131740371522567,3.2263785654766215,8.026813763737486,0.0,0.0,0.9903106689453125
12.91866866866867,1.6196516987242244,3.2393046863843997,8.059712283560046,0.0,0.0,0.990478515625
12.97097097097097,1.6261202937301156,3.2522522792902566,8.092598397950598,0.0,0.0,0.990631103515625
13.023273273273274,1.6326028064746487,3.265203395151174,8.125467071647451,0.0,0.0,0.9907989501953125
13.075575575575575,1.6390799149343478,3.278154137638362,8.158341523002866,0.0,0.0,0.9909515380859375
13.127877877877879,1.6455484062460697,3.2910872996136327,8.191242172018177,0.0,0.0,0.991119384765625
13.18018018018018,1.6520162482083587,3.304020052502048,8.224143879469773,0.0,0.0,0.9912872314453125
13.232482482482483,1.6584921806072683,3.3169698057854418,8.257020496089773,0.0,0.0,0.9914398193359375
