r,F1,F2,n1,n2,DeltaF
# Parameters:
# xi_f1 = 10.0
# xi_f2 = 15.0
# k = 2.0
# Ek = 0.001
# E0 = 10.0
# DeltaE1 = 18.00
# DeltaE2 = 37.00

42.317317,130.228312,130.228312,2.000000,2.000000,0.000000
42.364865,130.868758,130.868758,2.000000,2.000000,0.000000
42.412412,131.517294,131.517294,2.000000,2.000000,0.000000
42.459960,132.174071,132.174071,2.000000,2.000000,0.000000
42.507508,132.839246,132.839246,2.000000,2.000000,0.000000
42.555055,133.512981,133.512981,2.000000,2.000000,0.000000
42.602603,134.195439,134.195439,2.000000,2.000000,0.000000
42.650150,134.886792,134.886792,2.000000,2.000000,0.000000
42.697698,135.587211,135.587211,2.000000,2.000000,0.000000
42.745245,136.296876,136.296876,2.000000,2.000000,0.000000
42.792793,137.015969,137.015969,2.000000,2.000000,0.000000
42.840340,137.744677,137.744677,2.000000,2.000000,0.000000
42.887888,138.483195,138.483195,2.000000,2.000000,0.000000
42.935435,139.231719,139.231719,2.000000,2.000000,0.000000
42.982983,139.990453,139.990453,2.000000,2.000000,0.000000
43.030531,140.759605,140.759605,2.000000,2.000000,0.000000
43.078078,141.539391,141.539391,2.000000,2.000000,0.000000
43.125626,142.330031,142.330031,2.000000,2.000000,0.000000
43.173173,143.131752,143.131752,2.000000,2.000000,0.000000
43.220721,143.944787,143.944787,2.000000,2.000000,0.000000
43.268268,144.769374,144.769374,2.000000,2.000000,0.000000
43.315816,145.605762,145.605762,2.000000,2.000000,0.000000
43.363363,146.454203,146.454203,2.000000,2.000000,0.000000
43.410911,147.314958,147.314958,2.000000,2.000000,0.000000
43.458458,148.188295,148.188295,2.000000,2.000000,0.000000
43.506006,149.074492,149.074492,2.000000,2.000000,0.000000
43.553554,149.973831,149.973831,2.000000,2.000000,0.000000
43.601101,150.886607,150.886607,2.000000,2.000000,0.000000
43.648649,151.813121,151.813121,2.000000,2.000000,0.000000
43.696196,152.753683,152.753683,2.000000,2.000000,0.000000
43.743744,153.708614,153.708614,2.000000,2.000000,0.000000
43.791291,154.678244,154.678244,2.000000,2.000000,0.000000
43.838839,155.662913,155.662913,2.000000,2.000000,0.000000
43.886386,156.662971,156.662971,2.000000,2.000000,0.000000
43.933934,157.678781,157.678781,2.000000,2.000000,0.000000
43.981481,158.710716,158.710716,2.000000,2.000000,0.000000
44.029029,159.759161,159.759161,2.000000,2.000000,0.000000
44.076577,160.824513,160.824513,2.000000,2.000000,0.000000
44.124124,161.907183,161.907183,2.000000,2.000000,0.000000
44.171672,163.007594,163.007594,2.000000,2.000000,0.000000
44.219219,164.126185,164.126185,2.000000,2.000000,0.000000
44.266767,165.263406,165.263406,2.000000,2.000000,0.000000
44.314314,166.419727,166.419727,2.000000,2.000000,0.000000
44.361862,167.595628,167.595628,2.000000,2.000000,0.000000
44.409409,168.791611,168.791611,2.000000,2.000000,0.000000
44.456957,170.008192,170.008192,2.000000,2.000000,0.000000
44.504505,171.245905,171.245905,2.000000,2.000000,0.000000
44.552052,172.505304,172.505304,2.000000,2.000000,0.000000
44.599600,173.786961,173.786961,2.000000,2.000000,0.000000
44.647147,175.091469,175.091469,2.000000,2.000000,0.000000
44.694695,176.419443,176.419443,2.000000,2.000000,0.000000
44.742242,177.771518,177.771518,2.000000,2.000000,0.000000
44.789790,179.148356,179.148356,2.000000,2.000000,0.000000
44.837337,180.550639,180.550639,2.000000,2.000000,0.000000
44.884885,181.979077,181.979077,2.000000,2.000000,0.000000
44.932432,183.434407,183.434407,2.000000,2.000000,0.000000
44.979980,184.917392,184.917392,2.000000,2.000000,0.000000
45.027528,186.428826,186.428826,2.000000,2.000000,0.000000
45.075075,187.969532,187.969532,2.000000,2.000000,0.000000
45.122623,189.540367,189.540367,2.000000,2.000000,0.000000
45.170170,191.142219,191.142219,2.000000,2.000000,0.000000
45.217718,192.776015,192.776015,2.000000,2.000000,0.000000
45.265265,194.442716,194.442716,2.000000,2.000000,0.000000
45.312813,196.143324,196.143324,2.000000,2.000000,0.000000
45.360360,197.878880,197.878880,2.000000,2.000000,0.000000
45.407908,199.650471,199.650471,2.000000,2.000000,0.000000
45.455455,201.459227,201.459227,2.000000,2.000000,0.000000
45.503003,203.306328,203.306328,2.000000,2.000000,0.000000
45.550551,205.193001,205.193001,2.000000,2.000000,0.000000
45.598098,207.120530,207.120530,2.000000,2.000000,0.000000
45.645646,209.090252,209.090252,2.000000,2.000000,0.000000
45.693193,211.103565,211.103565,2.000000,2.000000,0.000000
45.740741,213.161929,213.161929,2.000000,2.000000,0.000000
45.788288,215.266869,215.266869,2.000000,2.000000,0.000000
45.835836,217.419981,217.419981,2.000000,2.000000,0.000000
45.883383,219.622934,219.622934,2.000000,2.000000,0.000000
45.930931,221.877474,221.877474,2.000000,2.000000,0.000000
45.978478,224.185431,224.185431,2.000000,2.000000,0.000000
46.026026,226.548723,226.548723,2.000000,2.000000,0.000000
46.073574,228.969360,228.969360,2.000000,2.000000,0.000000
46.121121,231.449450,231.449450,2.000000,2.000000,0.000000
46.168669,233.991206,233.991206,2.000000,2.000000,0.000000
46.216216,236.596954,236.596954,2.000000,2.000000,0.000000
46.263764,239.269136,239.269136,2.000000,2.000000,0.000000
46.311311,242.010321,242.010321,2.000000,2.000000,0.000000
46.358859,244.823212,244.823212,2.000000,2.000000,0.000000
46.406406,247.710655,247.710655,2.000000,2.000000,0.000000
46.453954,250.675649,250.675649,2.000000,2.000000,0.000000
46.501502,253.721356,253.721356,2.000000,2.000000,0.000000
46.549049,256.851111,256.851111,2.000000,2.000000,0.000000
46.596597,260.068438,260.068438,2.000000,2.000000,0.000000
46.644144,263.377058,263.377058,2.000000,2.000000,0.000000
46.691692,266.780908,266.780908,2.000000,2.000000,0.000000
46.739239,270.284152,270.284152,2.000000,2.000000,0.000000
46.786787,273.891204,273.891204,2.000000,2.000000,0.000000
46.834334,277.606740,277.606740,2.000000,2.000000,0.000000
46.881882,281.435724,281.435724,2.000000,2.000000,0.000000
46.929429,285.383425,285.383425,2.000000,2.000000,0.000000
46.976977,289.455444,289.455444,2.000000,2.000000,0.000000
47.024525,293.657742,293.657742,2.000000,2.000000,0.000000
47.072072,297.996665,297.996665,2.000000,2.000000,0.000000
47.119620,302.478978,302.478978,2.000000,2.000000,0.000000
47.167167,307.111902,307.111902,2.000000,2.000000,0.000000
47.214715,311.903150,311.903150,2.000000,2.000000,0.000000
47.262262,316.860971,316.860971,2.000000,2.000000,0.000000
47.309810,321.994196,321.994196,2.000000,2.000000,0.000000
47.357357,327.312294,327.312294,2.000000,2.000000,0.000000
47.404905,332.825425,332.825425,2.000000,2.000000,0.000000
47.452452,338.544511,338.544511,2.000000,2.000000,0.000000
47.500000,344.481301,344.481301,2.000000,2.000000,0.000000
